Cell_Index,Sample_Tag,Sample_Name
16166,SampleTag01_hs,SampleTag01_hs
798102,SampleTag03_hs,SampleTag03_hs
506340,SampleTag03_hs,SampleTag03_hs
322731,Multiplet,Multiplet
581931,SampleTag03_hs,SampleTag03_hs
366246,SampleTag02_hs,SampleTag02_hs
618264,SampleTag03_hs,SampleTag03_hs
849524,Multiplet,Multiplet
508064,Multiplet,Multiplet
193552,SampleTag03_hs,SampleTag03_hs
613470,SampleTag03_hs,SampleTag03_hs
574932,SampleTag03_hs,SampleTag03_hs
379921,SampleTag01_hs,SampleTag01_hs
513607,SampleTag02_hs,SampleTag02_hs
18787,Multiplet,Multiplet
498928,Multiplet,Multiplet
528613,SampleTag03_hs,SampleTag03_hs
811659,SampleTag01_hs,SampleTag01_hs
583183,SampleTag01_hs,SampleTag01_hs
122910,Multiplet,Multiplet
357789,SampleTag01_hs,SampleTag01_hs
592788,Multiplet,Multiplet
129502,Multiplet,Multiplet
8299,SampleTag01_hs,SampleTag01_hs
408441,SampleTag02_hs,SampleTag02_hs
379267,Multiplet,Multiplet
102783,SampleTag01_hs,SampleTag01_hs
520559,Multiplet,Multiplet
307249,Multiplet,Multiplet
143886,SampleTag02_hs,SampleTag02_hs
274000,SampleTag02_hs,SampleTag02_hs
537983,SampleTag01_hs,SampleTag01_hs
844696,SampleTag02_hs,SampleTag02_hs
146196,SampleTag03_hs,SampleTag03_hs
560852,Multiplet,Multiplet
348262,Multiplet,Multiplet
58848,SampleTag01_hs,SampleTag01_hs
631085,Multiplet,Multiplet
444703,Multiplet,Multiplet
608901,SampleTag03_hs,SampleTag03_hs
118017,Multiplet,Multiplet
210680,SampleTag02_hs,SampleTag02_hs
548094,Multiplet,Multiplet
423990,Multiplet,Multiplet
82780,SampleTag03_hs,SampleTag03_hs
485077,Multiplet,Multiplet
104433,Multiplet,Multiplet
283683,SampleTag02_hs,SampleTag02_hs
584194,Multiplet,Multiplet
17518,Multiplet,Multiplet
617139,SampleTag03_hs,SampleTag03_hs
732613,SampleTag01_hs,SampleTag01_hs
461425,Multiplet,Multiplet
654837,Multiplet,Multiplet
661335,SampleTag03_hs,SampleTag03_hs
584816,SampleTag03_hs,SampleTag03_hs
17030,SampleTag02_hs,SampleTag02_hs
72806,SampleTag03_hs,SampleTag03_hs
775317,Multiplet,Multiplet
624126,Multiplet,Multiplet
570199,Multiplet,Multiplet
657567,SampleTag01_hs,SampleTag01_hs
786863,SampleTag01_hs,SampleTag01_hs
255896,SampleTag03_hs,SampleTag03_hs
507054,SampleTag03_hs,SampleTag03_hs
13749,Multiplet,Multiplet
611165,SampleTag03_hs,SampleTag03_hs
422884,Multiplet,Multiplet
443425,Multiplet,Multiplet
84585,SampleTag02_hs,SampleTag02_hs
457574,SampleTag03_hs,SampleTag03_hs
425218,SampleTag03_hs,SampleTag03_hs
505766,SampleTag03_hs,SampleTag03_hs
485127,Multiplet,Multiplet
548481,SampleTag03_hs,SampleTag03_hs
307094,SampleTag03_hs,SampleTag03_hs
648468,Multiplet,Multiplet
13961,Multiplet,Multiplet
274177,Multiplet,Multiplet
98773,Multiplet,Multiplet
501796,SampleTag01_hs,SampleTag01_hs
744531,Multiplet,Multiplet
527276,SampleTag02_hs,SampleTag02_hs
85317,SampleTag03_hs,SampleTag03_hs
266994,Multiplet,Multiplet
610505,SampleTag02_hs,SampleTag02_hs
385847,Multiplet,Multiplet
567044,SampleTag02_hs,SampleTag02_hs
504653,SampleTag03_hs,SampleTag03_hs
714487,Multiplet,Multiplet
70938,SampleTag02_hs,SampleTag02_hs
224702,SampleTag01_hs,SampleTag01_hs
278853,Multiplet,Multiplet
708490,Multiplet,Multiplet
517966,Multiplet,Multiplet
581029,SampleTag02_hs,SampleTag02_hs
544675,SampleTag03_hs,SampleTag03_hs
612364,SampleTag02_hs,SampleTag02_hs
813929,SampleTag01_hs,SampleTag01_hs
626779,Multiplet,Multiplet
590275,Multiplet,Multiplet
87912,Multiplet,Multiplet
544133,SampleTag02_hs,SampleTag02_hs
200750,Multiplet,Multiplet
2757,SampleTag01_hs,SampleTag01_hs
353211,SampleTag02_hs,SampleTag02_hs
270708,Multiplet,Multiplet
210271,Multiplet,Multiplet
75465,SampleTag02_hs,SampleTag02_hs
91073,SampleTag03_hs,SampleTag03_hs
542123,SampleTag03_hs,SampleTag03_hs
120559,Multiplet,Multiplet
361102,Multiplet,Multiplet
457609,Multiplet,Multiplet
611081,SampleTag03_hs,SampleTag03_hs
478278,SampleTag03_hs,SampleTag03_hs
822352,Multiplet,Multiplet
434969,Multiplet,Multiplet
527408,Multiplet,Multiplet
107387,Multiplet,Multiplet
457539,SampleTag03_hs,SampleTag03_hs
126514,Multiplet,Multiplet
504446,SampleTag02_hs,SampleTag02_hs
447132,Multiplet,Multiplet
614250,Multiplet,Multiplet
77564,SampleTag02_hs,SampleTag02_hs
535284,SampleTag01_hs,SampleTag01_hs
162419,Multiplet,Multiplet
141076,SampleTag02_hs,SampleTag02_hs
252747,SampleTag01_hs,SampleTag01_hs
634484,SampleTag03_hs,SampleTag03_hs
838760,SampleTag02_hs,SampleTag02_hs
105926,SampleTag02_hs,SampleTag02_hs
477232,SampleTag02_hs,SampleTag02_hs
617931,SampleTag01_hs,SampleTag01_hs
152989,Multiplet,Multiplet
498276,SampleTag03_hs,SampleTag03_hs
573413,Multiplet,Multiplet
583701,SampleTag02_hs,SampleTag02_hs
652634,SampleTag01_hs,SampleTag01_hs
470917,Multiplet,Multiplet
739783,Multiplet,Multiplet
102201,SampleTag03_hs,SampleTag03_hs
747717,SampleTag01_hs,SampleTag01_hs
299167,Multiplet,Multiplet
590984,Multiplet,Multiplet
702345,SampleTag02_hs,SampleTag02_hs
654335,Multiplet,Multiplet
529869,Multiplet,Multiplet
627962,SampleTag02_hs,SampleTag02_hs
479190,SampleTag02_hs,SampleTag02_hs
768699,Multiplet,Multiplet
806180,Multiplet,Multiplet
823,SampleTag02_hs,SampleTag02_hs
85772,SampleTag03_hs,SampleTag03_hs
107605,SampleTag03_hs,SampleTag03_hs
845570,Multiplet,Multiplet
786449,Multiplet,Multiplet
160695,Multiplet,Multiplet
631281,Multiplet,Multiplet
506286,Multiplet,Multiplet
210136,SampleTag03_hs,SampleTag03_hs
526636,Multiplet,Multiplet
15319,SampleTag01_hs,SampleTag01_hs
232939,SampleTag01_hs,SampleTag01_hs
142259,SampleTag03_hs,SampleTag03_hs
17988,Multiplet,Multiplet
102230,SampleTag02_hs,SampleTag02_hs
463128,SampleTag01_hs,SampleTag01_hs
655858,Multiplet,Multiplet
476676,Multiplet,Multiplet
498769,SampleTag02_hs,SampleTag02_hs
528319,Multiplet,Multiplet
312852,Multiplet,Multiplet
742197,Multiplet,Multiplet
262474,SampleTag01_hs,SampleTag01_hs
477939,Multiplet,Multiplet
401977,SampleTag03_hs,SampleTag03_hs
857203,SampleTag01_hs,SampleTag01_hs
120373,Multiplet,Multiplet
490672,Multiplet,Multiplet
659831,SampleTag03_hs,SampleTag03_hs
168499,Multiplet,Multiplet
792133,SampleTag03_hs,SampleTag03_hs
473746,Multiplet,Multiplet
601534,Multiplet,Multiplet
769041,SampleTag03_hs,SampleTag03_hs
213112,SampleTag02_hs,SampleTag02_hs
588687,SampleTag03_hs,SampleTag03_hs
224619,SampleTag02_hs,SampleTag02_hs
141950,Multiplet,Multiplet
238953,Multiplet,Multiplet
215881,Multiplet,Multiplet
314620,SampleTag03_hs,SampleTag03_hs
586040,SampleTag01_hs,SampleTag01_hs
677495,SampleTag03_hs,SampleTag03_hs
663252,SampleTag01_hs,SampleTag01_hs
610924,SampleTag02_hs,SampleTag02_hs
42361,Multiplet,Multiplet
586608,SampleTag02_hs,SampleTag02_hs
608330,SampleTag03_hs,SampleTag03_hs
481596,Multiplet,Multiplet
145005,SampleTag03_hs,SampleTag03_hs
825653,SampleTag02_hs,SampleTag02_hs
500168,SampleTag01_hs,SampleTag01_hs
546602,SampleTag01_hs,SampleTag01_hs
86505,SampleTag02_hs,SampleTag02_hs
78281,SampleTag02_hs,SampleTag02_hs
815848,Multiplet,Multiplet
27058,Multiplet,Multiplet
405823,SampleTag02_hs,SampleTag02_hs
461851,SampleTag01_hs,SampleTag01_hs
615128,SampleTag02_hs,SampleTag02_hs
598897,SampleTag02_hs,SampleTag02_hs
476237,SampleTag03_hs,SampleTag03_hs
126930,Multiplet,Multiplet
474732,SampleTag01_hs,SampleTag01_hs
628764,SampleTag03_hs,SampleTag03_hs
10236,Multiplet,Multiplet
642380,Multiplet,Multiplet
77845,SampleTag02_hs,SampleTag02_hs
814209,Multiplet,Multiplet
592324,SampleTag03_hs,SampleTag03_hs
696597,SampleTag01_hs,SampleTag01_hs
845694,SampleTag02_hs,SampleTag02_hs
402241,Multiplet,Multiplet
592621,Multiplet,Multiplet
749893,Multiplet,Multiplet
73473,SampleTag01_hs,SampleTag01_hs
589986,SampleTag01_hs,SampleTag01_hs
329442,SampleTag03_hs,SampleTag03_hs
365281,SampleTag03_hs,SampleTag03_hs
584136,SampleTag03_hs,SampleTag03_hs
620469,SampleTag02_hs,SampleTag02_hs
654138,SampleTag01_hs,SampleTag01_hs
145426,Multiplet,Multiplet
78407,SampleTag01_hs,SampleTag01_hs
500468,SampleTag02_hs,SampleTag02_hs
514589,Multiplet,Multiplet
84443,SampleTag02_hs,SampleTag02_hs
454883,SampleTag01_hs,SampleTag01_hs
481968,Multiplet,Multiplet
515913,Multiplet,Multiplet
208064,SampleTag02_hs,SampleTag02_hs
692442,SampleTag03_hs,SampleTag03_hs
417688,Multiplet,Multiplet
355190,SampleTag01_hs,SampleTag01_hs
646255,SampleTag01_hs,SampleTag01_hs
541592,Multiplet,Multiplet
626554,Multiplet,Multiplet
46457,Multiplet,Multiplet
524820,Multiplet,Multiplet
542927,SampleTag01_hs,SampleTag01_hs
584955,SampleTag02_hs,SampleTag02_hs
596360,SampleTag03_hs,SampleTag03_hs
208730,SampleTag01_hs,SampleTag01_hs
457885,SampleTag03_hs,SampleTag03_hs
536194,SampleTag02_hs,SampleTag02_hs
82290,SampleTag02_hs,SampleTag02_hs
817704,Multiplet,Multiplet
164592,Multiplet,Multiplet
71856,SampleTag03_hs,SampleTag03_hs
378763,Multiplet,Multiplet
815674,Multiplet,Multiplet
622651,SampleTag02_hs,SampleTag02_hs
745260,Multiplet,Multiplet
463684,SampleTag01_hs,SampleTag01_hs
754849,SampleTag02_hs,SampleTag02_hs
396595,Multiplet,Multiplet
86187,SampleTag03_hs,SampleTag03_hs
79450,SampleTag02_hs,SampleTag02_hs
193525,Multiplet,Multiplet
362711,Multiplet,Multiplet
351802,SampleTag01_hs,SampleTag01_hs
299407,SampleTag01_hs,SampleTag01_hs
433086,SampleTag01_hs,SampleTag01_hs
353969,SampleTag01_hs,SampleTag01_hs
200215,SampleTag03_hs,SampleTag03_hs
105386,SampleTag03_hs,SampleTag03_hs
606853,Multiplet,Multiplet
586523,SampleTag02_hs,SampleTag02_hs
627920,SampleTag02_hs,SampleTag02_hs
435896,SampleTag03_hs,SampleTag03_hs
844664,SampleTag02_hs,SampleTag02_hs
200381,SampleTag02_hs,SampleTag02_hs
159627,SampleTag03_hs,SampleTag03_hs
239578,SampleTag03_hs,SampleTag03_hs
541134,Multiplet,Multiplet
440481,SampleTag02_hs,SampleTag02_hs
447908,SampleTag03_hs,SampleTag03_hs
429767,Multiplet,Multiplet
501908,SampleTag01_hs,SampleTag01_hs
500257,SampleTag02_hs,SampleTag02_hs
31466,SampleTag01_hs,SampleTag01_hs
55330,SampleTag03_hs,SampleTag03_hs
484522,Multiplet,Multiplet
823560,Multiplet,Multiplet
521767,Multiplet,Multiplet
347555,SampleTag01_hs,SampleTag01_hs
571686,Multiplet,Multiplet
76157,SampleTag02_hs,SampleTag02_hs
77708,Multiplet,Multiplet
139460,SampleTag02_hs,SampleTag02_hs
544541,SampleTag02_hs,SampleTag02_hs
456966,SampleTag03_hs,SampleTag03_hs
579183,SampleTag03_hs,SampleTag03_hs
97665,SampleTag02_hs,SampleTag02_hs
156811,SampleTag02_hs,SampleTag02_hs
837261,Multiplet,Multiplet
819217,Multiplet,Multiplet
189191,Multiplet,Multiplet
621770,Multiplet,Multiplet
263018,Multiplet,Multiplet
29973,Multiplet,Multiplet
675838,SampleTag02_hs,SampleTag02_hs
324890,SampleTag03_hs,SampleTag03_hs
205222,Multiplet,Multiplet
281839,Multiplet,Multiplet
235939,Multiplet,Multiplet
343743,Multiplet,Multiplet
550553,SampleTag03_hs,SampleTag03_hs
356540,SampleTag03_hs,SampleTag03_hs
603577,SampleTag02_hs,SampleTag02_hs
511276,SampleTag03_hs,SampleTag03_hs
268059,SampleTag02_hs,SampleTag02_hs
230855,Multiplet,Multiplet
651992,SampleTag02_hs,SampleTag02_hs
354695,SampleTag01_hs,SampleTag01_hs
752830,SampleTag03_hs,SampleTag03_hs
740453,Multiplet,Multiplet
272892,Multiplet,Multiplet
30871,Multiplet,Multiplet
92888,SampleTag02_hs,SampleTag02_hs
17281,Multiplet,Multiplet
778331,Multiplet,Multiplet
421277,SampleTag03_hs,SampleTag03_hs
816292,Multiplet,Multiplet
45843,SampleTag01_hs,SampleTag01_hs
737242,Multiplet,Multiplet
531342,SampleTag02_hs,SampleTag02_hs
279278,Multiplet,Multiplet
801753,SampleTag02_hs,SampleTag02_hs
814156,SampleTag03_hs,SampleTag03_hs
27128,Multiplet,Multiplet
468270,SampleTag01_hs,SampleTag01_hs
741014,SampleTag03_hs,SampleTag03_hs
480737,Multiplet,Multiplet
577943,SampleTag03_hs,SampleTag03_hs
582916,Multiplet,Multiplet
484181,Multiplet,Multiplet
89002,SampleTag02_hs,SampleTag02_hs
268800,SampleTag03_hs,SampleTag03_hs
555031,SampleTag02_hs,SampleTag02_hs
278861,SampleTag01_hs,SampleTag01_hs
608481,Multiplet,Multiplet
832610,Multiplet,Multiplet
34614,Multiplet,Multiplet
459870,SampleTag02_hs,SampleTag02_hs
547679,SampleTag01_hs,SampleTag01_hs
602369,SampleTag01_hs,SampleTag01_hs
359577,SampleTag02_hs,SampleTag02_hs
456417,SampleTag03_hs,SampleTag03_hs
543688,SampleTag01_hs,SampleTag01_hs
614975,SampleTag02_hs,SampleTag02_hs
17059,SampleTag02_hs,SampleTag02_hs
7388,SampleTag01_hs,SampleTag01_hs
370393,Multiplet,Multiplet
857749,Multiplet,Multiplet
845488,Multiplet,Multiplet
2713,Multiplet,Multiplet
719806,Multiplet,Multiplet
456171,SampleTag01_hs,SampleTag01_hs
453815,SampleTag03_hs,SampleTag03_hs
475275,SampleTag01_hs,SampleTag01_hs
106366,SampleTag02_hs,SampleTag02_hs
234902,SampleTag01_hs,SampleTag01_hs
548319,SampleTag03_hs,SampleTag03_hs
733115,Multiplet,Multiplet
76949,SampleTag02_hs,SampleTag02_hs
187346,Multiplet,Multiplet
586686,SampleTag01_hs,SampleTag01_hs
504888,Multiplet,Multiplet
502572,SampleTag02_hs,SampleTag02_hs
555720,SampleTag03_hs,SampleTag03_hs
607940,Multiplet,Multiplet
618475,Multiplet,Multiplet
454957,SampleTag03_hs,SampleTag03_hs
610495,SampleTag01_hs,SampleTag01_hs
355052,SampleTag03_hs,SampleTag03_hs
550091,SampleTag02_hs,SampleTag02_hs
87344,Multiplet,Multiplet
12748,SampleTag02_hs,SampleTag02_hs
18461,SampleTag03_hs,SampleTag03_hs
44724,Multiplet,Multiplet
67984,SampleTag01_hs,SampleTag01_hs
684637,Multiplet,Multiplet
624890,SampleTag03_hs,SampleTag03_hs
817887,Multiplet,Multiplet
447978,SampleTag02_hs,SampleTag02_hs
543205,SampleTag03_hs,SampleTag03_hs
50481,Multiplet,Multiplet
505840,SampleTag02_hs,SampleTag02_hs
656783,SampleTag03_hs,SampleTag03_hs
661566,SampleTag03_hs,SampleTag03_hs
536180,SampleTag02_hs,SampleTag02_hs
304699,SampleTag03_hs,SampleTag03_hs
579434,SampleTag03_hs,SampleTag03_hs
465084,SampleTag01_hs,SampleTag01_hs
597984,SampleTag02_hs,SampleTag02_hs
764127,SampleTag03_hs,SampleTag03_hs
432839,SampleTag01_hs,SampleTag01_hs
548882,SampleTag02_hs,SampleTag02_hs
521977,Multiplet,Multiplet
384857,SampleTag01_hs,SampleTag01_hs
499882,SampleTag01_hs,SampleTag01_hs
824232,Multiplet,Multiplet
91014,Multiplet,Multiplet
590395,SampleTag02_hs,SampleTag02_hs
863618,Multiplet,Multiplet
558771,SampleTag01_hs,SampleTag01_hs
41317,SampleTag02_hs,SampleTag02_hs
128844,Multiplet,Multiplet
488665,Multiplet,Multiplet
6306,SampleTag03_hs,SampleTag03_hs
521713,Multiplet,Multiplet
594953,SampleTag03_hs,SampleTag03_hs
115419,SampleTag03_hs,SampleTag03_hs
246876,Multiplet,Multiplet
307826,SampleTag03_hs,SampleTag03_hs
459917,SampleTag03_hs,SampleTag03_hs
252276,SampleTag02_hs,SampleTag02_hs
587768,SampleTag02_hs,SampleTag02_hs
288665,SampleTag01_hs,SampleTag01_hs
786243,Multiplet,Multiplet
492798,SampleTag02_hs,SampleTag02_hs
11993,SampleTag02_hs,SampleTag02_hs
14517,SampleTag03_hs,SampleTag03_hs
242796,Multiplet,Multiplet
13358,Multiplet,Multiplet
557135,SampleTag01_hs,SampleTag01_hs
785903,Multiplet,Multiplet
750832,Multiplet,Multiplet
456799,SampleTag03_hs,SampleTag03_hs
634490,Multiplet,Multiplet
626260,Multiplet,Multiplet
6951,Multiplet,Multiplet
592940,Multiplet,Multiplet
845630,SampleTag03_hs,SampleTag03_hs
723128,SampleTag02_hs,SampleTag02_hs
206165,SampleTag02_hs,SampleTag02_hs
12560,Multiplet,Multiplet
608961,SampleTag01_hs,SampleTag01_hs
703003,Multiplet,Multiplet
595002,Multiplet,Multiplet
356947,Multiplet,Multiplet
464323,SampleTag02_hs,SampleTag02_hs
110343,Multiplet,Multiplet
439729,SampleTag03_hs,SampleTag03_hs
453726,SampleTag02_hs,SampleTag02_hs
319555,Multiplet,Multiplet
586778,SampleTag01_hs,SampleTag01_hs
272645,Multiplet,Multiplet
471866,SampleTag01_hs,SampleTag01_hs
432815,Multiplet,Multiplet
616274,Multiplet,Multiplet
444328,SampleTag02_hs,SampleTag02_hs
656984,SampleTag01_hs,SampleTag01_hs
523276,SampleTag01_hs,SampleTag01_hs
102827,SampleTag03_hs,SampleTag03_hs
453947,SampleTag01_hs,SampleTag01_hs
655828,SampleTag02_hs,SampleTag02_hs
350414,SampleTag02_hs,SampleTag02_hs
235520,SampleTag03_hs,SampleTag03_hs
655673,SampleTag01_hs,SampleTag01_hs
17640,Multiplet,Multiplet
578025,Multiplet,Multiplet
145452,SampleTag01_hs,SampleTag01_hs
476086,Multiplet,Multiplet
352647,SampleTag01_hs,SampleTag01_hs
108155,SampleTag01_hs,SampleTag01_hs
46634,SampleTag03_hs,SampleTag03_hs
461337,SampleTag02_hs,SampleTag02_hs
797666,Multiplet,Multiplet
80062,SampleTag02_hs,SampleTag02_hs
498023,SampleTag02_hs,SampleTag02_hs
459925,Multiplet,Multiplet
561688,SampleTag03_hs,SampleTag03_hs
584717,SampleTag03_hs,SampleTag03_hs
859522,SampleTag03_hs,SampleTag03_hs
616297,SampleTag01_hs,SampleTag01_hs
206813,SampleTag03_hs,SampleTag03_hs
417668,Multiplet,Multiplet
359187,SampleTag01_hs,SampleTag01_hs
553441,Multiplet,Multiplet
759451,Multiplet,Multiplet
454789,SampleTag01_hs,SampleTag01_hs
164189,SampleTag03_hs,SampleTag03_hs
69314,SampleTag02_hs,SampleTag02_hs
452143,SampleTag02_hs,SampleTag02_hs
499218,SampleTag03_hs,SampleTag03_hs
457636,SampleTag01_hs,SampleTag01_hs
105060,SampleTag02_hs,SampleTag02_hs
225907,Multiplet,Multiplet
88907,SampleTag02_hs,SampleTag02_hs
256159,SampleTag03_hs,SampleTag03_hs
459410,SampleTag01_hs,SampleTag01_hs
3891,SampleTag02_hs,SampleTag02_hs
15814,SampleTag03_hs,SampleTag03_hs
633073,SampleTag01_hs,SampleTag01_hs
319680,Multiplet,Multiplet
632295,Multiplet,Multiplet
6151,SampleTag03_hs,SampleTag03_hs
796268,Multiplet,Multiplet
178443,Multiplet,Multiplet
306888,SampleTag03_hs,SampleTag03_hs
543273,SampleTag02_hs,SampleTag02_hs
814552,Multiplet,Multiplet
47554,Multiplet,Multiplet
613696,Multiplet,Multiplet
65370,Multiplet,Multiplet
693836,Multiplet,Multiplet
307384,SampleTag03_hs,SampleTag03_hs
200160,SampleTag03_hs,SampleTag03_hs
424207,SampleTag02_hs,SampleTag02_hs
624613,SampleTag03_hs,SampleTag03_hs
262096,Multiplet,Multiplet
404308,SampleTag03_hs,SampleTag03_hs
527513,SampleTag01_hs,SampleTag01_hs
104878,Multiplet,Multiplet
357231,SampleTag01_hs,SampleTag01_hs
365011,Multiplet,Multiplet
734617,Multiplet,Multiplet
196840,Multiplet,Multiplet
91752,SampleTag03_hs,SampleTag03_hs
616218,SampleTag02_hs,SampleTag02_hs
536522,SampleTag03_hs,SampleTag03_hs
606155,Multiplet,Multiplet
558950,Multiplet,Multiplet
784901,Multiplet,Multiplet
163301,SampleTag02_hs,SampleTag02_hs
573456,SampleTag03_hs,SampleTag03_hs
767739,SampleTag03_hs,SampleTag03_hs
138693,SampleTag01_hs,SampleTag01_hs
95965,SampleTag03_hs,SampleTag03_hs
557052,SampleTag02_hs,SampleTag02_hs
781436,Multiplet,Multiplet
10274,SampleTag02_hs,SampleTag02_hs
73442,SampleTag01_hs,SampleTag01_hs
388563,Multiplet,Multiplet
107134,SampleTag01_hs,SampleTag01_hs
654678,Multiplet,Multiplet
142110,SampleTag01_hs,SampleTag01_hs
84271,SampleTag02_hs,SampleTag02_hs
284054,SampleTag01_hs,SampleTag01_hs
83873,Multiplet,Multiplet
412017,SampleTag02_hs,SampleTag02_hs
144647,SampleTag03_hs,SampleTag03_hs
302019,SampleTag03_hs,SampleTag03_hs
705205,SampleTag01_hs,SampleTag01_hs
77267,SampleTag03_hs,SampleTag03_hs
645817,SampleTag03_hs,SampleTag03_hs
308543,SampleTag02_hs,SampleTag02_hs
697195,Multiplet,Multiplet
406434,Multiplet,Multiplet
116657,SampleTag03_hs,SampleTag03_hs
646081,Multiplet,Multiplet
209800,Multiplet,Multiplet
531917,SampleTag02_hs,SampleTag02_hs
584978,SampleTag02_hs,SampleTag02_hs
774442,SampleTag01_hs,SampleTag01_hs
462344,Multiplet,Multiplet
583767,SampleTag03_hs,SampleTag03_hs
605655,SampleTag02_hs,SampleTag02_hs
714535,Multiplet,Multiplet
738417,SampleTag01_hs,SampleTag01_hs
407552,Multiplet,Multiplet
832834,Multiplet,Multiplet
542662,SampleTag02_hs,SampleTag02_hs
458016,SampleTag03_hs,SampleTag03_hs
68275,SampleTag03_hs,SampleTag03_hs
102523,Multiplet,Multiplet
350775,SampleTag02_hs,SampleTag02_hs
222710,SampleTag02_hs,SampleTag02_hs
588033,SampleTag03_hs,SampleTag03_hs
210978,SampleTag03_hs,SampleTag03_hs
585207,SampleTag01_hs,SampleTag01_hs
267678,SampleTag03_hs,SampleTag03_hs
75879,SampleTag02_hs,SampleTag02_hs
453438,SampleTag01_hs,SampleTag01_hs
540743,SampleTag03_hs,SampleTag03_hs
494473,SampleTag01_hs,SampleTag01_hs
191142,SampleTag02_hs,SampleTag02_hs
845555,SampleTag03_hs,SampleTag03_hs
463817,SampleTag02_hs,SampleTag02_hs
229769,SampleTag03_hs,SampleTag03_hs
51979,SampleTag02_hs,SampleTag02_hs
25555,Multiplet,Multiplet
326034,SampleTag03_hs,SampleTag03_hs
354908,SampleTag03_hs,SampleTag03_hs
594763,SampleTag02_hs,SampleTag02_hs
623929,SampleTag01_hs,SampleTag01_hs
592137,Multiplet,Multiplet
482537,Multiplet,Multiplet
427916,SampleTag03_hs,SampleTag03_hs
571235,SampleTag01_hs,SampleTag01_hs
409195,SampleTag03_hs,SampleTag03_hs
141125,SampleTag03_hs,SampleTag03_hs
741886,Multiplet,Multiplet
528451,SampleTag01_hs,SampleTag01_hs
